,Unnamed: 0,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9461,9461,697,France,Male,40,4,0.0,2,0,1,26543.28,0
1771,1771,600,France,Male,37,1,142663.46,1,0,1,88669.89,0
273,273,707,France,Male,30,8,0.0,2,1,0,33159.37,0
4629,4629,850,Germany,Male,49,8,98649.55,1,1,0,119174.88,1
3763,3763,653,Germany,Female,37,3,125734.2,2,1,0,134625.09,1
9958,9958,537,France,Male,37,6,0.0,1,1,1,17802.42,0
8812,8812,652,France,Male,26,3,137998.2,2,0,1,168989.77,0
4613,4613,745,France,Female,46,7,0.0,2,1,1,67769.94,0
8067,8067,530,France,Female,29,5,0.0,2,0,0,121451.21,0
8165,8165,606,Spain,Male,37,8,154712.58,2,1,0,89099.18,0
5801,5801,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1
814,814,700,France,Female,26,2,0.0,2,0,0,50051.42,0
9229,9229,847,Germany,Female,35,5,111743.43,1,1,1,183584.14,0
8377,8377,802,Spain,Male,40,4,0.0,2,1,1,81908.09,0
9779,9779,515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0
8922,8922,550,Germany,Male,35,9,129847.75,2,1,0,197325.4,0
4254,4254,590,Germany,Female,27,8,123599.49,2,1,0,1676.92,0
1987,1987,738,France,Male,54,4,0.0,1,0,1,55725.04,1
7969,7969,637,Germany,Male,49,2,108204.52,1,1,0,169037.84,1
2431,2431,540,France,Male,22,4,0.0,3,1,1,186233.26,1
2127,2127,710,Germany,Male,34,9,134260.36,2,1,0,147074.67,0
1861,1861,565,Germany,Female,38,2,158651.29,2,1,1,179445.28,0
542,542,597,France,Female,42,4,64740.12,1,1,1,106841.12,0
7416,7416,583,France,Male,36,8,0.0,2,0,1,5571.59,0
5585,5585,432,Germany,Male,38,2,135559.8,2,1,1,71856.3,0
2590,2590,848,Spain,Male,22,7,120811.89,1,1,1,185510.34,0
6173,6173,769,France,Female,73,1,0.0,1,1,1,29792.11,0
2979,2979,642,France,Male,40,1,154863.15,1,1,1,138052.51,0
1070,1070,686,Germany,Female,47,5,170935.94,1,1,0,173179.79,1
4654,4654,578,Germany,Female,31,5,102088.68,4,0,0,187866.21,1
2011,2011,570,France,Male,32,9,117337.54,2,0,1,62810.91,0
5117,5117,757,France,Male,31,10,39539.39,2,0,0,192519.39,0
1258,1258,633,France,Female,33,3,0.0,2,1,0,191111.02,0
1631,1631,350,Spain,Male,54,1,152677.48,1,1,1,191973.49,1
7764,7764,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1
6402,6402,719,France,Male,36,3,155423.17,1,1,1,199841.32,0
9995,9995,771,France,Male,39,5,0.0,2,1,0,96270.64,0
7208,7208,547,Germany,Male,25,4,98141.57,2,1,1,52309.8,0
5953,5953,516,Spain,Female,31,7,0.0,1,1,0,47018.75,0
7723,7723,691,Spain,Male,35,6,0.0,2,0,1,178038.17,0
252,252,681,France,Female,79,0,0.0,2,0,1,170968.99,0
5185,5185,764,Germany,Female,39,9,138341.51,1,1,0,50072.94,1
9070,9070,468,Spain,Male,26,1,131643.25,1,1,0,64436.16,0
2331,2331,508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0
8019,8019,683,France,Female,73,8,137732.23,2,1,1,133210.44,0
6795,6795,577,Spain,Male,48,6,179852.26,1,1,0,193580.32,0
5587,5587,730,France,Female,37,1,0.0,2,1,1,124364.63,0
6078,6078,548,France,Female,41,4,82596.8,1,0,1,55672.09,0
5850,5850,631,Germany,Female,22,6,139129.92,1,1,1,63747.51,0
8173,8173,757,Germany,Male,31,1,127320.36,3,1,0,163170.32,0
9384,9384,771,France,Female,57,4,0.0,1,0,0,85876.67,1
3710,3710,645,France,Male,30,1,125739.26,1,1,1,193441.23,0
9989,9989,841,Spain,Male,28,4,0.0,2,1,1,179436.6,0
548,548,508,France,Male,49,7,122451.46,2,1,1,75808.1,0
3828,3828,497,Germany,Female,55,7,131778.66,1,1,1,9972.64,0
3853,3853,654,Germany,Male,43,9,84673.17,2,0,1,82081.35,0
4974,4974,638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1
6226,6226,762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1
7101,7101,831,Spain,Female,44,10,0.0,1,0,1,47729.33,0
1595,1595,677,France,Male,38,4,0.0,2,1,0,187800.63,0
893,893,703,France,Female,51,3,0.0,3,1,1,77294.56,1
8822,8822,543,France,Male,64,4,0.0,2,1,1,148305.82,0
6039,6039,597,Spain,Male,26,5,0.0,2,0,1,95159.13,0
2146,2146,850,France,Male,49,5,122486.47,1,0,1,59748.19,0
8529,8529,603,France,Male,45,9,0.0,1,0,0,148516.79,0
9452,9452,599,France,Male,27,5,0.0,2,1,0,30546.4,0
586,586,621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1
5120,5120,663,France,Male,26,5,141462.13,1,1,0,440.2,0
9783,9783,601,Germany,Female,49,4,96252.98,2,1,0,104263.82,0
8115,8115,545,France,Female,32,6,0.0,2,1,1,52067.37,0
9726,9726,773,Spain,Male,43,7,138150.57,1,1,1,177357.16,0
4775,4775,526,Spain,Male,35,5,0.0,2,1,1,105618.14,0
4312,4312,576,France,Female,41,4,112609.91,1,0,0,191035.18,1
638,638,744,France,Female,43,10,147832.15,1,0,1,24234.11,0
5742,5742,832,France,Male,61,2,0.0,1,0,1,127804.66,1
5586,5586,816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0
7729,7729,850,France,Female,35,2,128548.49,4,1,0,75478.95,1
3065,3065,503,France,Male,42,8,104430.08,1,1,1,147557.71,0
2838,2838,850,Spain,Female,36,2,155180.56,2,0,0,169415.54,0
5094,5094,610,France,Male,37,0,0.0,1,1,0,114514.64,0
1560,1560,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0
6279,6279,757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1
9327,9327,593,Spain,Female,40,2,0.0,1,1,1,5194.95,0
4310,4310,784,France,Male,38,5,136712.91,1,0,1,169920.92,0
5666,5666,636,Spain,Male,60,7,124447.73,1,1,1,141364.62,1
9775,9775,780,France,Female,26,3,140356.7,1,1,0,117144.15,0
9268,9268,596,Spain,Male,29,2,0.0,2,1,1,1591.19,0
9442,9442,741,France,Male,37,9,105261.76,2,1,1,149503.54,0
7457,7457,665,Germany,Female,43,2,116322.27,4,1,0,35640.12,1
5310,5310,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1
4188,4188,644,Germany,Male,47,9,137774.11,2,1,0,151902.78,0
9498,9498,586,France,Female,52,6,140900.97,1,1,1,67288.89,0
4279,4279,604,France,Male,33,3,148659.48,1,0,0,42437.75,0
546,546,587,France,Male,38,0,0.0,2,1,0,47414.15,0
5790,5790,486,Spain,Male,27,7,0.0,2,1,0,28823.04,0
1095,1095,692,France,Male,29,4,0.0,1,1,0,76755.99,1
4399,4399,670,France,Female,45,9,104930.38,1,1,0,155921.81,1
3480,3480,588,Germany,Female,30,0,110148.49,1,1,0,5790.9,1
6459,6459,606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0
5255,5255,799,France,Female,63,1,110314.21,2,1,0,37464.0,1
9977,9977,683,France,Female,32,9,0.0,2,1,1,24991.92,0
4246,4246,617,France,Female,30,8,0.0,1,1,1,92621.9,0
3487,3487,671,France,Female,31,7,41299.03,1,0,1,102681.32,0
8598,8598,678,Spain,Female,49,1,0.0,2,1,1,102472.9,0
92,92,524,France,Female,36,10,0.0,2,1,0,109614.57,0
5728,5728,701,France,Male,41,10,0.0,2,1,1,146257.77,0
1459,1459,817,France,Female,55,10,117561.49,1,1,0,95941.55,1
6049,6049,592,Spain,Male,41,0,0.0,2,1,0,65906.07,0
383,383,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0
2671,2671,799,Spain,Male,35,7,0.0,2,0,1,140780.8,0
9742,9742,715,France,Male,45,4,0.0,2,1,1,55043.93,0
5715,5715,806,France,Male,31,9,0.0,2,0,1,140168.36,0
9496,9496,701,France,Male,37,1,0.0,2,1,0,163457.55,0
3219,3219,505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0
4081,4081,721,Spain,Male,33,5,0.0,2,0,1,117626.9,0
2278,2278,473,France,Female,33,5,125827.43,1,0,1,145698.73,0
4143,4143,500,France,Male,45,2,109162.82,1,1,1,126145.08,0
8610,8610,730,France,Male,23,8,0.0,2,1,0,183284.53,0
5381,5381,850,Germany,Male,32,9,141827.33,2,1,1,149458.73,0
4950,4950,628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0
4298,4298,602,France,Male,38,7,111835.94,2,1,0,124389.61,0
5786,5786,588,France,Male,40,5,0.0,2,0,0,100727.68,0
2696,2696,698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0
2651,2651,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0
7067,7067,746,France,Female,24,4,0.0,1,0,1,94105.0,0
5162,5162,608,France,Male,31,7,79962.92,2,1,0,60901.72,0
9607,9607,674,France,Male,28,5,0.0,1,1,1,151925.25,0
2622,2622,627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0
9328,9328,540,Germany,Female,35,7,128369.75,2,1,0,198256.15,0
9819,9819,637,Germany,Male,51,1,104682.83,1,1,0,55266.96,1
7673,7673,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0
7042,7042,544,France,Male,44,1,0.0,2,0,0,69244.24,0
1679,1679,712,France,Female,42,1,87842.98,1,0,0,92223.59,0
1435,1435,598,Spain,Male,44,8,0.0,2,1,0,148487.9,0
1863,1863,731,Spain,Male,25,8,96950.21,1,1,0,97877.92,0
2640,2640,625,Spain,Female,31,8,0.0,2,1,0,151843.54,0
7598,7598,430,France,Female,60,7,73937.02,1,1,0,161937.62,1
5581,5581,494,Spain,Male,67,5,0.0,2,1,1,85890.16,0
6462,6462,467,France,Male,57,1,0.0,2,1,1,114448.77,0
3021,3021,680,France,Male,36,3,116275.12,1,1,1,63795.8,0
5679,5679,778,Germany,Female,33,4,111063.73,2,1,0,83556.65,0
6565,6565,663,France,Female,33,2,0.0,2,1,0,153295.0,0
6485,6485,640,Germany,Male,26,5,90402.77,1,1,1,3298.65,0
2724,2724,453,Germany,Female,38,8,120623.21,1,1,0,129697.99,0
3155,3155,641,Spain,Male,32,7,0.0,2,1,1,24267.28,0
1665,1665,749,France,Male,42,1,129776.72,2,0,1,143538.51,0
4538,4538,710,Spain,Male,33,1,0.0,2,1,0,168313.17,0
7500,7500,694,France,Male,47,4,0.0,2,1,0,197528.62,0
1134,1134,769,France,Female,27,2,0.0,1,1,1,57876.05,0
2981,2981,616,Germany,Male,39,2,121704.32,2,1,0,55556.3,0
1316,1316,850,France,Female,31,4,0.0,2,1,1,33082.81,0
834,834,633,France,Female,30,6,0.0,2,0,0,41642.29,0
2837,2837,549,Germany,Female,49,6,124829.16,1,0,1,93551.36,0
8129,8129,847,Spain,Male,31,5,0.0,2,1,1,76326.67,0
5369,5369,575,Spain,Male,52,8,123925.23,1,0,0,111342.66,1
9946,9946,669,France,Female,33,9,0.0,2,0,1,107221.03,0
1804,1804,552,France,Male,33,5,140931.57,1,0,1,10921.5,0
7066,7066,729,Spain,Female,42,1,0.0,2,1,1,149535.97,0
9465,9465,835,France,Female,56,2,0.0,2,1,1,39820.13,0
1448,1448,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,1
7183,7183,703,Spain,Male,36,7,135095.47,1,1,0,143859.66,0
5027,5027,681,Germany,Male,37,8,73179.34,2,1,1,25292.53,0
710,710,540,France,Male,48,0,148116.48,1,0,0,116973.48,0
8486,8486,738,Germany,Female,40,6,114940.67,2,1,1,194895.57,1
5098,5098,550,Germany,Male,29,9,145294.08,2,1,0,147484.13,0
1995,1995,584,France,Female,44,5,95671.75,2,1,1,106564.88,0
4450,4450,633,France,Male,59,2,103996.74,1,1,1,103159.11,0
4092,4092,583,Spain,Female,40,4,0.0,2,1,0,114093.73,0
3862,3862,653,Spain,Female,36,3,0.0,2,0,0,110525.6,0
1791,1791,702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0
1873,1873,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,0
730,730,591,France,Male,24,6,147360.0,1,1,1,25310.82,0
2734,2734,641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0
1622,1622,697,France,Female,25,4,165686.11,2,1,0,15467.98,0
4501,4501,512,France,Female,75,2,0.0,1,1,0,123304.62,0
1490,1490,797,Spain,Female,31,8,0.0,2,1,0,117916.63,0
6219,6219,636,Spain,Male,37,1,115137.26,1,1,0,52484.01,0
1821,1821,630,Spain,Male,35,1,0.0,2,0,0,186826.22,0
2531,2531,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0
1451,1451,551,France,Female,38,10,0.0,2,1,1,216.27,0
2965,2965,499,Germany,Male,36,5,131142.53,2,1,0,174918.46,0
1837,1837,561,France,Male,56,7,152759.0,2,1,0,133167.11,1
4474,4474,767,France,Male,36,3,0.0,1,0,0,65147.27,0
955,955,706,France,Female,44,4,129605.99,1,0,0,69865.49,0
8191,8191,644,France,Female,40,10,139180.97,1,1,1,19959.67,0
4006,4006,654,France,Male,37,6,83568.55,1,1,0,47046.72,0
6559,6559,533,Germany,Male,38,4,70362.52,2,1,1,104189.46,0
1061,1061,710,Spain,Female,38,4,0.0,2,1,1,136390.88,0
6275,6275,642,Spain,Female,33,9,0.0,2,1,1,150475.14,0
355,355,539,France,Male,30,0,0.0,2,1,0,160979.66,0
3568,3568,714,Spain,Male,20,3,0.0,2,0,1,150465.93,0
8631,8631,632,Germany,Male,30,2,72549.0,2,0,1,182728.8,0
6603,6603,554,France,Female,35,10,74988.59,2,0,1,190155.13,0
3768,3768,599,Spain,Male,34,2,101506.66,1,0,0,198030.24,0
6642,6642,589,France,Female,37,6,138497.84,1,0,1,18988.58,0
9646,9646,850,Spain,Male,71,10,69608.14,1,1,0,97893.4,1
8582,8582,668,Spain,Male,32,1,134446.04,1,0,1,111241.37,0
6852,6852,600,France,Female,37,4,0.0,3,1,0,7312.25,1
5284,5284,745,Germany,Male,51,3,99183.9,1,1,1,28922.25,0
2200,2200,701,France,Male,37,8,130091.5,1,1,1,120031.29,0
4989,4989,629,France,Male,40,9,0.0,1,1,0,106.67,0
2883,2883,559,France,Female,38,8,95139.41,1,1,1,86575.46,0
5075,5075,792,Spain,Male,25,8,142862.21,1,1,1,130639.01,0
9748,9748,627,Germany,Male,24,5,102773.2,2,1,0,56793.02,1
9300,9300,701,Germany,Male,41,9,164046.1,1,1,0,49405.93,0
8606,8606,807,Spain,Male,42,5,0.0,2,1,1,74900.9,0
2512,2512,734,France,Male,51,1,118537.47,1,1,1,116912.45,0
9095,9095,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,0
8868,8868,649,Spain,Female,38,8,0.0,1,1,0,103760.53,0
75,75,735,France,Female,21,1,178718.19,2,1,0,22388.0,0
9572,9572,644,Spain,Male,18,7,0.0,1,0,1,59645.24,1
904,904,599,France,Male,58,4,0.0,1,0,0,176407.15,1
9952,9952,724,Germany,Male,37,6,125489.4,1,1,0,118570.53,0
200,200,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0
8028,8028,763,Spain,Male,37,8,0.0,2,1,1,933.38,0
9202,9202,528,France,Male,31,9,120962.59,1,1,0,5419.31,0
3046,3046,658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1
1963,1963,578,Germany,Male,34,8,147487.23,2,1,0,66680.77,0
2412,2412,754,France,Male,38,2,0.0,2,1,0,180698.32,0
3265,3265,422,France,Female,33,2,0.0,2,1,0,102655.31,0
5225,5225,615,France,Male,66,7,0.0,2,1,1,74580.8,0
2004,2004,684,Germany,Male,29,8,127269.75,1,0,1,79495.01,0
7745,7745,660,France,Male,40,5,131754.11,2,1,1,38761.61,0
9541,9541,603,France,Male,38,8,59360.77,1,1,1,191457.06,0
3790,3790,596,Spain,Female,54,0,78126.28,1,1,1,153482.91,1
4045,4045,687,Spain,Female,36,5,0.0,1,1,0,17696.22,0
9466,9466,559,France,Male,52,2,0.0,1,1,0,129013.59,1
813,813,421,Germany,Male,28,8,122384.22,3,1,1,89017.38,1
4350,4350,840,Spain,Female,36,6,0.0,2,1,0,141364.27,0
3847,3847,611,France,Female,37,6,0.0,2,1,0,110782.88,0
3769,3769,698,France,Male,47,5,156265.31,2,0,0,1055.66,0
101,101,623,France,Female,44,6,0.0,2,0,0,167162.43,0
7640,7640,790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0
5017,5017,746,Germany,Male,34,6,141806.0,2,1,1,183494.87,0
7599,7599,537,France,Female,45,7,158621.04,1,1,0,120892.96,1
1627,1627,680,France,Male,32,5,92961.61,1,1,0,116957.6,0
4590,4590,635,France,Female,78,6,47536.4,1,1,1,119400.08,0
8204,8204,724,France,Female,34,3,132352.69,1,1,0,80320.3,0
1711,1711,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0
3675,3675,727,France,Male,32,1,59271.82,1,1,1,46019.43,0
920,920,729,France,Male,44,5,0.0,2,0,1,9200.54,0
4735,4735,725,France,Male,43,2,165896.0,2,1,0,130795.52,0
6681,6681,602,France,Male,31,7,155271.83,1,1,1,179446.31,0
5434,5434,733,Spain,Female,32,5,0.0,2,1,0,131625.14,0
455,455,506,France,Male,36,5,0.0,2,1,0,164253.35,0
7840,7840,537,Germany,Female,47,4,124192.28,2,1,1,50881.51,0
1356,1356,709,France,Male,49,4,154344.49,2,1,1,38794.57,0
2485,2485,753,France,Female,38,6,142263.45,1,0,1,33730.43,0
886,886,739,Spain,Male,38,0,128366.44,1,1,0,12796.43,0
2633,2633,576,France,Male,41,1,0.0,1,1,1,188274.6,0
5904,5904,692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1
8537,8537,801,Spain,Female,46,6,0.0,2,1,1,170008.74,0
5037,5037,606,Spain,Male,38,7,128578.52,1,1,1,193878.51,0
1637,1637,538,Spain,Female,31,0,0.0,2,0,0,179453.66,0
5201,5201,569,France,Male,36,1,67087.69,1,1,0,154775.7,0
2637,2637,647,France,Female,29,0,98263.46,2,1,0,164717.95,0
9786,9786,803,Germany,Male,34,4,142929.16,2,1,1,114869.56,0
6574,6574,785,Germany,Female,38,9,107199.75,1,0,0,146398.51,0
6923,6923,806,France,Male,34,5,113958.55,1,0,1,32125.98,0
2162,2162,700,France,Female,34,2,76322.69,1,1,0,128136.29,0
3918,3918,850,France,Male,29,1,0.0,2,0,0,152996.89,0
7033,7033,651,Spain,Male,45,4,0.0,2,0,0,193009.21,0
399,399,616,France,Female,66,1,135842.41,1,1,0,183840.51,1
7934,7934,629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0
9090,9090,809,France,Female,39,5,0.0,1,1,0,77705.75,0
7167,7167,676,France,Male,29,7,131959.86,1,0,0,189268.81,0
3138,3138,756,France,Male,60,2,0.0,1,1,1,166513.49,1
5173,5173,800,Spain,Male,38,9,0.0,1,1,0,78744.39,0
819,819,720,France,Female,43,6,137824.03,2,1,0,172557.77,0
1925,1925,804,France,Male,24,3,0.0,2,1,0,173195.33,0
3102,3102,640,France,Female,29,3,0.0,2,1,0,2743.69,0
6142,6142,755,France,Female,38,1,0.0,2,1,0,20734.81,0
9825,9825,467,Germany,Male,28,10,126315.26,1,1,0,32349.29,1
4037,4037,841,France,Female,52,5,0.0,1,0,0,183239.71,1
6666,6666,588,Spain,Male,32,3,109109.33,1,0,1,4993.94,0
865,865,678,Germany,Female,25,10,76968.12,2,0,1,131501.72,0
4063,4063,689,France,Female,58,5,0.0,2,0,1,49848.86,0
6001,6001,775,France,Female,30,5,0.0,1,1,0,193880.6,1
1335,1335,568,Spain,Female,43,9,0.0,1,1,0,125870.79,1
7705,7705,777,France,Female,29,9,131240.61,1,1,1,163746.09,1
9663,9663,606,Germany,Male,40,9,95293.86,2,0,1,96985.58,0
6059,6059,707,Spain,Male,44,3,0.0,2,1,1,135077.01,0
797,797,488,Germany,Male,32,3,114540.38,1,1,0,92568.07,0
8246,8246,663,France,Male,24,7,0.0,2,1,1,166310.82,0
2880,2880,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,1
4269,4269,748,France,Male,44,4,112610.77,1,0,1,2048.55,0
5141,5141,774,Spain,Male,32,9,0.0,2,1,0,10604.48,0
9387,9387,524,France,Male,32,1,144875.71,1,0,0,187740.04,0
8980,8980,650,Germany,Female,35,3,165982.43,2,1,1,24482.16,0
7270,7270,697,Germany,Male,51,1,147910.3,1,1,1,53581.14,0
1715,1715,685,Germany,Male,43,9,108589.47,2,0,1,194808.51,0
6194,6194,604,France,Female,56,0,62732.65,1,0,1,124954.56,0
8123,8123,711,France,Male,33,1,0.0,1,0,0,41590.4,0
9940,9940,748,France,Female,20,7,0.0,2,0,0,10792.42,0
3511,3511,777,France,Female,42,5,147531.82,1,1,1,38819.45,0
7651,7651,431,Germany,Male,45,5,83624.55,2,0,0,36899.62,0
4107,4107,601,France,Female,40,3,92055.36,1,0,1,164652.02,1
1684,1684,613,France,Female,24,7,140453.91,1,1,0,129001.3,0
6936,6936,592,France,Female,31,2,84102.11,2,0,1,116385.24,0
8277,8277,624,Germany,Female,40,3,149961.99,2,1,0,104610.86,0
6448,6448,680,Spain,Female,37,6,124140.57,2,1,0,92826.35,0
1193,1193,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1
133,133,686,France,Male,25,1,0.0,2,0,1,16459.37,0
6996,6996,623,Spain,Female,50,2,87116.71,1,1,1,104382.11,0
7046,7046,589,Germany,Female,20,2,121093.29,2,1,0,3529.72,0
7113,7113,733,France,Female,24,3,161884.99,1,1,1,9617.24,0
2810,2810,594,France,Female,30,10,0.0,2,1,1,124071.71,0
6600,6600,505,France,Female,36,2,79951.9,1,0,1,174123.16,1
8821,8821,662,Spain,Female,42,6,105021.28,1,1,0,48242.38,0
9401,9401,705,Germany,Female,46,4,115518.07,1,0,0,76544.9,1
9810,9810,712,Spain,Male,27,10,0.0,1,1,0,94544.88,0
8709,8709,529,France,Male,39,6,102025.08,2,1,0,12351.01,0
5536,5536,636,Spain,Male,45,3,0.0,2,1,1,159463.8,0
997,997,587,Spain,Male,62,7,121286.27,1,0,1,6776.92,0
8856,8856,774,France,Female,26,5,0.0,2,1,1,64716.08,0
9012,9012,540,France,Male,41,3,0.0,2,1,0,121098.65,0
4610,4610,589,Germany,Male,38,8,92219.21,1,1,0,99106.97,0
4243,4243,768,France,Female,26,5,51116.26,1,1,1,70454.79,1
8773,8773,617,Spain,Male,34,9,0.0,2,1,0,118749.58,0
3156,3156,692,Germany,Female,41,8,130701.29,1,1,0,59354.24,1
9553,9553,646,France,Male,38,7,0.0,2,1,0,1528.4,0
8045,8045,771,Spain,Female,47,3,72664.0,2,1,1,107874.39,0
562,562,607,Spain,Male,36,8,158261.68,1,1,1,76744.72,0
4741,4741,651,France,Male,45,2,165901.59,2,1,0,23054.51,1
3942,3942,649,Spain,Male,20,5,0.0,2,1,1,58309.54,0
1859,1859,684,France,Male,34,9,0.0,2,1,1,65257.57,0
1236,1236,662,Germany,Male,33,0,103471.52,1,1,1,162703.0,0
7566,7566,574,Spain,Male,36,4,77967.5,1,1,0,167066.95,1
560,560,584,Germany,Female,29,7,105204.01,1,0,1,138490.03,0
2040,2040,547,France,Female,38,5,167539.97,1,0,1,159207.34,0
3944,3944,612,France,Female,31,8,117989.76,1,1,1,54129.86,0
7876,7876,623,France,Male,45,0,0.0,1,1,0,196533.72,1
3208,3208,607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0
9922,9922,667,France,Male,36,8,139753.35,1,1,0,79871.16,0
8543,8543,680,Germany,Male,30,4,108300.27,2,0,1,44384.57,1
8341,8341,516,Spain,Female,31,3,0.0,2,1,0,124202.26,0
2618,2618,498,France,Female,30,1,0.0,2,0,0,135795.53,0
250,250,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0
5045,5045,755,France,Female,29,3,0.0,3,1,0,4733.94,0
5208,5208,779,Spain,Female,38,7,0.0,2,1,1,138542.87,0
4291,4291,779,France,Male,32,10,80728.15,1,1,0,86306.75,0
6960,6960,673,France,Male,39,7,82255.51,2,1,0,109545.56,0
2252,2252,733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0
6526,6526,574,France,Female,34,7,152992.91,1,1,1,134691.2,0
162,162,800,France,Female,49,7,108007.36,1,0,0,47125.11,0
4574,4574,659,France,Female,32,9,0.0,2,1,1,93155.75,0
9444,9444,581,Germany,Male,41,2,127913.71,2,1,1,44205.95,0
3836,3836,645,Spain,Female,49,5,110132.55,3,0,1,187689.91,1
9354,9354,590,France,Male,43,8,0.0,2,1,1,143628.31,0
8006,8006,716,Germany,Male,41,8,126145.54,2,1,1,138051.19,0
2373,2373,616,France,Male,31,3,94263.91,2,1,0,168895.06,0
3898,3898,662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1
5452,5452,558,France,Female,45,1,153697.53,2,0,0,89891.4,1
2600,2600,680,France,Female,24,10,0.0,3,1,0,154971.63,1
6719,6719,650,France,Female,39,4,0.0,2,0,0,186275.7,0
4413,4413,615,Germany,Male,39,5,113193.51,2,1,1,52166.25,0
9294,9294,713,France,Male,36,8,133889.35,1,1,1,143265.65,0
1667,1667,606,Spain,Female,46,8,0.0,2,1,1,183717.94,0
4330,4330,781,France,Female,19,3,0.0,2,1,1,124297.32,0
4606,4606,797,France,Female,55,10,0.0,4,1,1,49418.87,1
7773,7773,636,Germany,Male,67,7,136709.35,1,0,1,66753.1,1
8106,8106,590,Spain,Female,51,10,84474.62,2,1,1,190937.09,0
8046,8046,811,France,Female,47,3,123365.34,2,0,0,171995.34,0
324,324,734,France,Male,30,3,0.0,2,1,0,107640.25,0
213,213,676,France,Female,34,1,63095.01,1,1,1,40645.81,0
2967,2967,579,Germany,Female,39,5,117833.3,3,0,0,5831.0,1
9517,9517,543,Germany,Male,37,8,140894.06,2,1,1,118059.19,0
2808,2808,654,France,Male,42,7,99263.09,1,1,1,67607.9,0
2830,2830,575,Spain,Male,53,1,84903.33,2,0,1,26015.8,0
7887,7887,716,Germany,Female,30,2,205770.78,2,0,0,65464.66,0
697,697,543,Germany,Female,57,1,106138.33,2,1,1,120657.32,1
9519,9519,610,France,Female,27,2,0.0,2,1,0,14546.76,0
9058,9058,470,Spain,Female,48,6,140576.11,1,1,1,116971.05,0
3540,3540,672,France,Male,43,5,0.0,1,0,0,63833.09,0
3445,3445,660,Germany,Male,28,1,118402.25,2,1,0,14288.93,0
6510,6510,619,Spain,Male,46,8,62400.48,1,1,1,132498.39,1
8121,8121,793,France,Male,35,2,0.0,2,1,1,79704.12,0
4919,4919,682,Spain,Female,50,10,128039.01,1,1,1,102260.16,0
39,39,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0
4598,4598,638,France,Male,46,9,139859.54,1,1,0,38967.29,0
1906,1906,786,France,Female,29,4,0.0,2,1,0,103372.79,0
6667,6667,622,Spain,Female,26,8,0.0,2,1,1,124964.82,0
5635,5635,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0
3012,3012,849,France,Female,41,9,115465.28,1,1,0,103174.5,0
5906,5906,788,France,Male,32,4,112079.58,1,0,0,89368.59,0
3439,3439,746,France,Male,36,7,142400.77,1,1,1,193438.69,0
6274,6274,532,Germany,Male,52,3,110791.97,1,1,0,148704.77,1
9905,9905,645,Germany,Male,41,2,93925.3,1,1,0,123982.14,1
4445,4445,739,France,Male,29,1,0.0,2,1,1,164484.78,0
8054,8054,525,Germany,Female,47,1,118087.68,1,1,0,88120.78,1
